"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US06073000100","Census Tract 1; San Diego County; California","2746","344",
"1400000US06073000201","Census Tract 2.01; San Diego County; California","2376","347",
"1400000US06073000202","Census Tract 2.02; San Diego County; California","4019","399",
"1400000US06073000301","Census Tract 3.01; San Diego County; California","2487","427",
"1400000US06073000302","Census Tract 3.02; San Diego County; California","2925","321",
"1400000US06073000400","Census Tract 4; San Diego County; California","4079","537",
"1400000US06073000500","Census Tract 5; San Diego County; California","2828","351",
"1400000US06073000600","Census Tract 6; San Diego County; California","3111","350",
"1400000US06073000700","Census Tract 7; San Diego County; California","4371","520",
"1400000US06073000800","Census Tract 8; San Diego County; California","5105","612",
"1400000US06073000901","Census Tract 9.01; San Diego County; California","3951","462",
"1400000US06073000902","Census Tract 9.02; San Diego County; California","2661","307",
"1400000US06073001000","Census Tract 10; San Diego County; California","4622","487",
"1400000US06073001100","Census Tract 11; San Diego County; California","2939","399",
"1400000US06073001201","Census Tract 12.01; San Diego County; California","2290","631",
"1400000US06073001202","Census Tract 12.02; San Diego County; California","2966","432",
"1400000US06073001301","Census Tract 13.01; San Diego County; California","2713","414",
"1400000US06073001302","Census Tract 13.02; San Diego County; California","3245","285",
"1400000US06073001400","Census Tract 14; San Diego County; California","3341","363",
"1400000US06073001500","Census Tract 15; San Diego County; California","3934","359",
"1400000US06073001600","Census Tract 16; San Diego County; California","5065","889",
"1400000US06073001700","Census Tract 17; San Diego County; California","4846","675",
"1400000US06073001801","Census Tract 18.01; San Diego County; California","1805","337",
"1400000US06073001802","Census Tract 18.02; San Diego County; California","3248","554",
"1400000US06073001900","Census Tract 19; San Diego County; California","3343","361",
"1400000US06073002001","Census Tract 20.01; San Diego County; California","3566","463",
"1400000US06073002002","Census Tract 20.02; San Diego County; California","2626","341",
"1400000US06073002100","Census Tract 21; San Diego County; California","5795","734",
"1400000US06073002201","Census Tract 22.01; San Diego County; California","3145","699",
"1400000US06073002202","Census Tract 22.02; San Diego County; California","4825","586",
"1400000US06073002301","Census Tract 23.01; San Diego County; California","3190","567",
"1400000US06073002302","Census Tract 23.02; San Diego County; California","5882","1675",
"1400000US06073002401","Census Tract 24.01; San Diego County; California","4314","648",
"1400000US06073002402","Census Tract 24.02; San Diego County; California","4951","723",
"1400000US06073002501","Census Tract 25.01; San Diego County; California","4878","362",
"1400000US06073002502","Census Tract 25.02; San Diego County; California","6932","869",
"1400000US06073002601","Census Tract 26.01; San Diego County; California","5994","824",
"1400000US06073002602","Census Tract 26.02; San Diego County; California","4655","767",
"1400000US06073002702","Census Tract 27.02; San Diego County; California","5559","529",
"1400000US06073002703","Census Tract 27.03; San Diego County; California","7082","1218",
"1400000US06073002705","Census Tract 27.05; San Diego County; California","4756","703",
"1400000US06073002707","Census Tract 27.07; San Diego County; California","4980","1031",
"1400000US06073002708","Census Tract 27.08; San Diego County; California","4789","772",
"1400000US06073002709","Census Tract 27.09; San Diego County; California","3800","767",
"1400000US06073002710","Census Tract 27.10; San Diego County; California","3921","464",
"1400000US06073002711","Census Tract 27.11; San Diego County; California","3772","527",
"1400000US06073002712","Census Tract 27.12; San Diego County; California","5566","892",
"1400000US06073002801","Census Tract 28.01; San Diego County; California","4477","384",
"1400000US06073002803","Census Tract 28.03; San Diego County; California","5207","625",
"1400000US06073002804","Census Tract 28.04; San Diego County; California","5541","796",
"1400000US06073002902","Census Tract 29.02; San Diego County; California","5979","729",
"1400000US06073002903","Census Tract 29.03; San Diego County; California","4606","767",
"1400000US06073002904","Census Tract 29.04; San Diego County; California","9812","1336",
"1400000US06073002905","Census Tract 29.05; San Diego County; California","5310","695",
"1400000US06073003001","Census Tract 30.01; San Diego County; California","4484","594",
"1400000US06073003003","Census Tract 30.03; San Diego County; California","4926","609",
"1400000US06073003004","Census Tract 30.04; San Diego County; California","5260","682",
"1400000US06073003101","Census Tract 31.01; San Diego County; California","3913","650",
"1400000US06073003103","Census Tract 31.03; San Diego County; California","6462","811",
"1400000US06073003105","Census Tract 31.05; San Diego County; California","4343","971",
"1400000US06073003107","Census Tract 31.07; San Diego County; California","5307","770",
"1400000US06073003108","Census Tract 31.08; San Diego County; California","3526","396",
"1400000US06073003109","Census Tract 31.09; San Diego County; California","3319","713",
"1400000US06073003111","Census Tract 31.11; San Diego County; California","6211","912",
"1400000US06073003112","Census Tract 31.12; San Diego County; California","3938","504",
"1400000US06073003113","Census Tract 31.13; San Diego County; California","4719","483",
"1400000US06073003114","Census Tract 31.14; San Diego County; California","3482","568",
"1400000US06073003115","Census Tract 31.15; San Diego County; California","5613","522",
"1400000US06073003201","Census Tract 32.01; San Diego County; California","5488","1255",
"1400000US06073003202","Census Tract 32.02; San Diego County; California","4891","648",
"1400000US06073003204","Census Tract 32.04; San Diego County; California","3605","665",
"1400000US06073003207","Census Tract 32.07; San Diego County; California","5768","840",
"1400000US06073003208","Census Tract 32.08; San Diego County; California","6749","1307",
"1400000US06073003209","Census Tract 32.09; San Diego County; California","5277","769",
"1400000US06073003211","Census Tract 32.11; San Diego County; California","3077","365",
"1400000US06073003212","Census Tract 32.12; San Diego County; California","3930","437",
"1400000US06073003213","Census Tract 32.13; San Diego County; California","3825","391",
"1400000US06073003214","Census Tract 32.14; San Diego County; California","4587","575",
"1400000US06073003301","Census Tract 33.01; San Diego County; California","3338","627",
"1400000US06073003303","Census Tract 33.03; San Diego County; California","3969","577",
