"Column Name","Label"
"GEO_ID","Geography"
"NAME","Geographic Area Name"
"K202703_001E","Estimate!!Total:"
"K202703_001M","Margin of Error!!Total:"
"K202703_002E","Estimate!!Total:!!With public coverage"
"K202703_002M","Margin of Error!!Total:!!With public coverage"
"K202703_003E","Estimate!!Total:!!No public coverage"
"K202703_003M","Margin of Error!!Total:!!No public coverage"
