service_type,org,name,common_name,full_name,address,city,state,zip,lat,lon,acres,use_restriction,dedicated_park,community,service_district,playground,tot_lot,baseball_50_6,baseball_90,softball,multi_purpose,basketball,tennis,sand_vball,comfort_station,pickleball,source
park,City of San Diego Parks & Recreation,Oak Glen Mini-Park,OAK GLEN MP,Oak Glen Mini-Park,"10775 SPRING CANYON RD, 92131",San Diego,CA,10775,32.92934253,-117.09615913,1.38931507, ,Y,MIRAMAR RANCH NORTH,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,City Heights Community Park & Recreation Center,CITY HEIGHTS CP REC CENTER,City Heights Community Park & Recreation Center,"4367 WIGHTMAN ST, 92105",San Diego,CA,92105,32.74673719,-117.09941291,9.54896403,DEDIC PK/OS--ORD.,,MID-CITY: CITY HEIGHTS,41.0,1,1,0,0,1,2,0,4,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Cabrillo Mini-Park South,CABRILLO S MP,Cabrillo Mini-Park South,"1032 Leroy Street, 92106",San Diego,CA,92106,32.72141199,-117.23487078,0.11622762,DEDIC PK/OS--ORD.,Y,PENINSULA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Gershwin Neighborhood Park,GERSHWIN NP,Gershwin Neighborhood Park,"3508 Conrad Avenue, 92117",San Diego,CA,92117,32.834760159999995,-117.21137838,5.3891001,DEDIC PK/OS--ORD.,Y,CLAIREMONT MESA,44.0,1,0,0,0,0,0,1,1,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,West Maple Canyon Mini-Park,WALDO WATERMAN MP,West Maple Canyon Mini-Park,"250 W MAPLE ST, 92103",San Diego,CA,92103,32.732612509999996,-117.16549268,0.23998372, ,Y,UPTOWN,41.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Starkey Mini-Park,STARKEY MP,Starkey Mini-Park,"6705 DRAPER AVE, 92037",San Diego,CA,92037,32.829951460000004,-117.27293532,1.16787783,DEDIC PK/OS--ORD.,Y,LA JOLLA,44.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Windansea Beach,WINDANSEA NP,Windansea Beach,"6950 NEPTUNE PL, 92037",San Diego,CA,92037,32.83178307,-117.28130509,3.58758474,DEDIC PK/OS--ORD.,Y,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Skyline Hills Community Park & Recreation Center,SKYLINE HILLS CP & REC CENTER,Skyline Hills Community Park & Recreation Center,"8285 Skyline Dr., 92114",San Diego,CA,92114,32.70536972,-117.0252031,10.10990157,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,0,0,0,2,1,2,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,L Street Mini-Park,L ST MP,L Street Mini-Park,"2901 L St., 92102",San Diego,CA,92102,32.707120149999994,-117.13368136,0.15124386,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,42.0,0,0,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Tecolote Community Park & Recreation Center,TECOLOTE CP & REC CENTER,Tecolote Community Park & Recreation Center,"1701 TECOLOTE RD, 92110",San Diego,CA,92110,32.77416461,-117.19956015,19.382795,DEDIC PK/OS--ORD.,Y,LINDA VISTA,44.0,1,0,5,0,0,1,2,0,0,1,0,Parks_SD
