service_type,org,name,common_name,full_name,address,city,state,zip,lat,lon,acres,use_restriction,dedicated_park,community,service_district,playground,tot_lot,baseball_50_6,baseball_90,softball,multi_purpose,basketball,tennis,sand_vball,comfort_station,pickleball,source
park,City of San Diego Parks & Recreation,Rancho Mission Canyon Neighborhood Park,RANCHO MISSION CANYON NP,Rancho Mission Canyon Neighborhood Park,"7635 MARGERUM AVE, 92120",San Diego,CA,92120,32.8067117,-117.06437528,18.98605105,DEDIC PK/OS--ORD.,Y,NAVAJO,45.0,1,1,0,0,0,1,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Torrey Meadows Neighborhood Park,TORREY MEADOWS NP,Torrey Meadows Neighborhood Park,"13516 TORREY MEADOWS DR, 92129",San Diego,CA,13516,32.96466711,-117.15634778,5.346268609999999,NONE,N,TORREY HIGHLANDS,40.0,2,1,0,0,0,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Mission Hills Neighborhood Park,MISSION HILLS NP,Mission Hills Neighborhood Park,"1586 WASHINGTON PL, 92103",San Diego,CA,92103,32.74940698,-117.17813237,11.35388099,DEDIC PK/OS--ORD.,Y,UPTOWN,0.0,1,1,0,0,0,1,0,2,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Carmel Valley Neighborhood Park,CARMEL VALLEY NP (Undeveloped),Carmel Valley Neighborhood Park,"4468 CARMEL CENTER RD, 92130",San Diego,CA,92130,32.951793880000004,-117.22150218,2.30816072,SEE L1203 ENTRIES,N,CARMEL VALLEY,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Sage Canyon Neighborhood Park,SAGE CANYON NP,Sage Canyon Neighborhood Park,"5252 Harvest Run Drive, 92130",San Diego,CA,92130,32.92647049,-117.20510653,11.5690439,NONE,N,CARMEL VALLEY,40.0,2,2,2,0,2,2,5,0,1,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Villa Monserate Neighborhood Park,VILLA MONSERATE NP,Villa Monserate Neighborhood Park,"10283 Perez Court, 92124",San Diego,CA,10283,32.83566005,-117.10807229,6.487736330000001,DEDIC PK/OS--ORD.,Y,TIERRASANTA,45.0,2,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Officer Christopher Wilson Neighborhood Park,CHRISTOPHER WILSON NP,Officer Christopher Wilson Neighborhood Park,"8285 Skyline Dr., 92114",San Diego,CA,92114,32.70446902,-117.04193317,5.346394510000001,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,1,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,University Village Neighborhood Park,UNIVERSITY VILLAGE NP,University Village Neighborhood Park,"7150 Florey Street, 92122",San Diego,CA,92122,32.858844080000004,-117.19166211,4.012897420000001,DEDIC PK/OS--ORD.,Y,UNIVERSITY,44.0,0,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Penasquitos Skate Park,PENASQUITOS SKATE PARK,Penasquitos Skate Park,"10129 CARMEL MOUNTAIN RD, 92129",San Diego,CA,10129,32.96043409,-117.10975466,0.98773726, ,N,RANCHO PEÑASQUITOS,40.0,0,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Beyer Community Park,BEYER CP (Undeveloped),Beyer Community Park,"2300 E. Beyer Blvd., 92173",San Diego,CA,92173,32.556286189999994,-117.03602188,43.80609265,NONE,N,SAN YSIDRO,42.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Plumosa Park,PLUMOSA MP,Plumosa Park,"2676 CHATSWORTH BLVD, 92106",San Diego,CA,92106,32.74441558,-117.22149427,1.09598682,DEDIC PK/OS--ORD.,Y,PENINSULA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Palisades South Neighborhood Park,PALISADES SOUTH NP,Palisades South Neighborhood Park,"4918 OCEAN BLVD, 92109",San Diego,CA,92109,32.80237908,-117.25955234,0.50508378, ,N,PACIFIC BEACH,0.0,0,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,La Jolla Hermosa Park,LA JOLLA HERMOSA PARK,La Jolla Hermosa Park,"5788 CHELSEA ST, 92037",San Diego,CA,92037,32.81706998,-117.27275091,0.34912197,DEDIC PK/OS--ORD.,Y,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Encanto Community Park & Recreation Center,ENCANTO CP & REC CENTER,Encanto Community Park & Recreation Center,"6508 Wunderlin Ave., 92114",San Diego,CA,92114,32.71557466,-117.05690957,8.871725190000001,DEDIC PK/OS--ORD.,,ENCANTO,43.0,1,0,1,0,2,0,1,2,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Rancho Bernardo Community Park & Recreation Center,RANCHO BERNARDO CP & REC CENTER,Rancho Bernardo Community Park & Recreation Center,"18448 W Bernardo Drive, 92127",San Diego,CA,18448,33.047667190000006,-117.07564525999997,37.49833886,DEDIC PK/OS--ORD.,,RANCHO BERNARDO,40.0,1,1,2,0,6,4,2,6,0,2,0,Parks_SD
park,City of San Diego Parks & Recreation,Emerald Hills Neighborhood Park,EMERALD HILLS NP,Emerald Hills Neighborhood Park,"1501Kelton Rd., 92114",San Diego,CA,92114,32.7217835,-117.07342262,9.66746282,DEDIC PK/OS--ORD.,Y,ENCANTO,43.0,1,1,0,0,0,0,1,2,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,La Jolla Community Park & Recreation Center,LA JOLLA CP & REC CENTER,La Jolla Community Park & Recreation Center,"615 Prospect Street, 92037",San Diego,CA,92037,32.84277336,-117.27755096,3.91180195,DEDIC PK/OS--ORD.,,LA JOLLA,44.0,3,1,0,0,0,1,2,9,0,0,2,Parks_SD
park,City of San Diego Parks & Recreation,Cabrillo Mini-Park North,CABRILLO N MP,Cabrillo Mini-Park North,"3232 Trumbull Street, 92106",San Diego,CA,92106,32.7227655,-117.23457982,0.22732172,DEDIC PK/OS--ORD.,Y,PENINSULA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Miramar Ranch North Park,MIRAMAR RCH NORTH NP,Miramar Ranch North Park,"10481 SCRIPPS POWAY PKWY, 92131",San Diego,CA,10481,32.936653639999996,-117.10255978,4.467422379999999,NONE,N,MIRAMAR RANCH NORTH,40.0,0,0,0,0,0,2,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Tierrasanta Community Park & Recreation Center,TIERRASANTA CP & REC CENTER,Tierrasanta Community Park & Recreation Center,"11220 Clairemont Mesa Bl., 92124",San Diego,CA,11220,32.83090062,-117.08865598,25.16960434,DEDIC PK/OS--ORD.,Y,TIERRASANTA,45.0,1,1,1,0,1,1,2,4,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Olive Street Mini-Park,OLIVE ST MP ,Olive Street Mini-Park,"2798 3RD AVE, 92103",San Diego,CA,92103,32.734365669999995,-117.16251204999998,0.74240102, DESIGNATED PARKLAND,N,UPTOWN,41.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Charlotte Park,CHARLOTTE PARK (Undeveloped),Charlotte Park,"7962 PRINCESS ST, 92037",San Diego,CA,92037,32.84960264,-117.26388022,0.1604461,SEE L1203 ENTRIES,Y,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,30th Street Mini-Park,ISLAND AVE. MP (30TH ST MP),30th Street Mini-Park,"702 S.30TH St., 92113",San Diego,CA,92113,32.710965210000005,-117.12951474,0.22849692,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,42.0,0,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Berry Neighborhood Park,BERRY NP,Berry Neighborhood Park,"2060 Leon Rd., 92154",San Diego,CA,92154,32.56732237000001,-117.08884454,3.69131117,DEDIC PK/OS--ORD.,Y,OTAY MESA-NESTOR,42.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mandell Weiss Eastgate Neighborhood Park,MANDELL WEISS EASTGATE NP,Mandell Weiss Eastgate Neighborhood Park,"4202 EXECUTIVE DR, 92037",San Diego,CA,92037,32.87581786,-117.21621977,9.75420467,DEDIC PK/OS--ORD.,Y,UNIVERSITY,44.0,1,1,0,0,1,1,0,4,0,0,6,Parks_SD
park,City of San Diego Parks & Recreation,Color Mini-Park,COLOR MP,Color Mini-Park,"1650 Los Altos Road, 92109",San Diego,CA,92109,32.808661969999996,-117.24175541,0.05622221,SEE L1203 ENTRIES,N,PACIFIC BEACH,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Hickman Field Athletic Area,HICKMAN FIELD PARK,Hickman Field Athletic Area,"6660 Hickman Field Drive, 92111",San Diego,CA,92111,32.83734035,-117.16549533,46.51240649,SEE L1203 ENTRIES,N,KEARNY MESA,44.0,0,0,5,1,4,4,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Union Place Circle Mini-Park,UNION PL CR MP,Union Place Circle Mini-Park,"1250 Park Row Circle, 92101",San Diego,CA,92101,32.846006810000006,-117.27010766,0.15082515,SEE L1203 ENTRIES,Y,LA JOLLA,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,La Paz Mini-Park,LA PAZ MP,La Paz Mini-Park,"5292 LA PAZ DR, 92114",San Diego,CA,92114,32.699634919999994,-117.08066982,0.49819761,NONE,Y,ENCANTO,43.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Paradise Hills Community Park & Recreation Center,PARADISE HILLS CP & REC CENTER,Paradise Hills Community Park & Recreation Center,"6610 Potomac St., 92139",San Diego,CA,92139,32.687280009999995,-117.05368021,44.71069277,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,1,0,0,0,0,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Princess Del Cerro Neighborhood Park,PRINCESS DEL CERRO NP,Princess Del Cerro Neighborhood Park,"6221 WENRICH DR, 92120",San Diego,CA,92120,32.78907221,-117.06755715,5.4520431,DEDIC PK/OS--ORD.,Y,NAVAJO,45.0,1,1,0,0,0,2,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Santa Isabel Mini-Park,SANTA ISABEL MP (Undeveloped),Santa Isabel Mini-Park,"771 SANTA ISABEL DR, 92114",San Diego,CA,92114,32.697766339999994,-117.07907416,0.14559423,SEE L1203 ENTRIES,N,ENCANTO,43.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,"Allen, Dennis V Neighborhood Park",ALLEN DENNIS V NP,"Allen, Dennis V Neighborhood Park","800 Boundary St., 92102",San Diego,CA,92102,32.7138322,-117.11188982,5.63052529,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,43.0,1,0,0,0,0,0,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Azalea Neighborhood Park & Recreation Center,AZALEA NP & REC CENTER,Azalea Neighborhood Park & Recreation Center,"2596 Violet Ave., 92105",San Diego,CA,92105,32.732128440000004,-117.10845168,9.16811887,UNKNOWN,,MID-CITY: CITY HEIGHTS,41.0,1,1,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,North Clairemont Community Park & Recreation Center,NORTH CLAIREMONT CP & REC CENTER,North Clairemont Community Park & Recreation Center,"4421 Bannock Avenue, 92117",San Diego,CA,92117,32.83155833,-117.19678184,14.49774928,DEDIC PK/OS--ORD.,Y,CLAIREMONT MESA,44.0,1,1,0,0,0,1,1,1,0,0,4,Parks_SD
park,City of San Diego Parks & Recreation,Del Mar Trails Neighborhood Park,DEL MAR TRAILS NP,Del Mar Trails Neighborhood Park,"4450 DEL MAR TRAILS RD, 92130",San Diego,CA,92130,32.943122,-117.21816121,2.99971134,NONE,N,CARMEL VALLEY,40.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Civita Park (Recreation Easement),CIVITA PARK (Recreation Easement),Civita Park (Recreation Easement),"7964 Civita Blvd., 92111",San Diego,CA,92111,,,1.83424386,PARK PER DEED,N,MISSION VALLEY,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Penasquitos Village Neighborhood Park,PENASQUITOS VILLAGE NP (Undeveloped),Penasquitos Village Neighborhood Park,"10636 CARMEL MOUNTAIN RD, 92129",San Diego,CA,10636,32.9679852,-117.09935169,12.04830195,DEDIC PK/OS--ORD.,Y,RANCHO PEÑASQUITOS,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Hidden Trails Neighborhood Park,HIDDEN TRAILS NP (Undeveloped),Hidden Trails Neighborhood Park,1049 PARSONS LANDING,San Diego,CA,,32.579196599999996,-117.01995403,3.93726519, ,N,OTAY MESA,42.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,McAuliffe Community Park,MCAULIFFE SHARON CP (Undeveloped),McAuliffe Community Park,"7540 WINTERWOOD LN, 92126",San Diego,CA,92126,32.9122519,-117.16057086,17.546507490000003,NONE,,MIRA MESA,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Olive Grove Community Park,OLIVE GROVE CP,Olive Grove Community Park,"6075 Printwood Way, 92117",San Diego,CA,92117,32.82651911,-117.17100333,9.17615677,DEDIC PK/OS--ORD.,Y,CLAIREMONT MESA,44.0,1,0,0,0,2,1,2,0,0,1,2,Parks_SD
park,City of San Diego Parks & Recreation,Adobe Bluffs Neighborhood Park,ADOBE BLUFFS NP,Adobe Bluffs Neighborhood Park,"8805 Gainsborough Avenue, 92129",San Diego,CA,92129,32.97288693,-117.13946638,5.15370251,DEDIC PK/OS--ORD.,Y,RANCHO PEÑASQUITOS,40.0,1,1,0,0,0,1,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Carmel Grove Neighborhood Park,CARMEL GROVE NP,Carmel Grove Neighborhood Park,"3799 Carmel View Road,",San Diego,CA,,32.94185994,-117.23171201,2.79180424,NONE,N,CARMEL VALLEY,40.0,1,0,0,0,0,1,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Teralta Neigborhood Park,TERALTA NP,Teralta Neigborhood Park,"4100 Central Ave., 92105",San Diego,CA,92105,32.75226664,-117.10873926,5.09640761, , ,MID-CITY: CITY HEIGHTS,41.0,1,0,0,0,0,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Cuiver Park,CUVIER MP,Cuiver Park,"528 COAST BLVD, 92037",San Diego,CA,92037,32.84364681,-117.27997148,0.61052286, , ,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Colina Del Sol Community Park & Recreation Center,COLINA DEL SOL CP & REC CENTER,Colina Del Sol Community Park & Recreation Center,"4150 54th Place, 92115",San Diego,CA,92115,32.75158415,-117.08146931,31.71782251,DEDIC PK/OS--ORD.,Y,MID-CITY: CITY HEIGHTS,41.0,1,0,0,0,3,1,2,6,0,1,4,Parks_SD
park,City of San Diego Parks & Recreation,Golden Hill Community Park & Recreation Center,GOLDEN HILL CP & REC CENTER,Golden Hill Community Park & Recreation Center,2600 Golf Course Dr. 92102,San Diego,CA,92102,32.720285249999996,-117.13701888,6.31569085,DEDIC PK/OS-ORD,Y,BALBOA PARK,41.0,1,0,0,0,2,1,2,0,0,2,4,Parks_SD
park,City of San Diego Parks & Recreation,Windwood Mini-Park,WINDWOOD NP,Windwood Mini-Park,"12757 CARMEL CREEK RD, 92130",San Diego,CA,12757,32.9482995,-117.22522509,1.17300982,NONE,N,CARMEL VALLEY,40.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Hollywood Neighborhood Park,HOLLYWOOD NP,Hollywood Neighborhood Park,"2301 Shamrock St., 92105",San Diego,CA,92105,32.73182932,-117.10360366,14.33888635,DEDIC PK/OS--ORD.,Y,MID-CITY: CITY HEIGHTS,41.0,2,0,0,0,1,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Children's Museum Park,CHILDRENS MUSEUM MP,Children's Museum Park,"255 W ISLAND AVE, 92101",San Diego,CA,92101,32.710125479999995,-117.16514364,0.49916746,PARK PER DEED,N,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mountain View Neighborhood Park & Recreation Center,MOUNTAIN VIEW NP & REC CENTER,Mountain View Neighborhood Park & Recreation Center,"551 S. 40th St., 92113",San Diego,CA,92113,32.700161189999996,-117.10686753,14.26215738,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,43.0,1,0,0,0,1,1,2,2,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Westview Neighborhood Park,WESTVIEW NP,Westview Neighborhood Park,"11278 Westview Parkway, 92126",San Diego,CA,11278,32.92327179,-117.12018495,8.64598944,DEDIC PK/OS--ORD.,Y,MIRA MESA,44.0,1,1,0,0,2,2,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Corte Playa San Juan Mini-Park,CORTE PLAYA SAN JUAN MP,Corte Playa San Juan Mini-Park,"5111 Corte Playa San Juan, 92124",San Diego,CA,92124,32.836244719999996,-117.08184595,0.11312395, ,N,TIERRASANTA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Camino Ruiz Neighborhood Park,CAMINO RUIZ NP,Camino Ruiz Neighborhood Park,"11498 Camino Ruiz, 92126",San Diego,CA,11498,32.93414935,-117.14668858,11.14924794,DEDIC PK/OS--ORD.,Y,MIRA MESA,44.0,1,1,2,0,1,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Bay Terraces Community Park,BAY TERRACES CP,Bay Terraces Community Park,"7373 Tooma St., 92139",San Diego,CA,92139,32.68050159,-117.03577995,12.03750034,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,0,0,0,0,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,G Street Mini-Park,G ST MP,G Street Mini-Park,"302 G ST, 92101",San Diego,CA,92101,32.712792459999996,-117.16191916,0.09995058, , ,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Ridgewood Neighborhood Park,RIDGEWOOD NP,Ridgewood Neighborhood Park,"12530 LA TORTOLA, 92129",San Diego,CA,12530,32.9459054,-117.11645104,8.33393951,DEDIC PK/OS--ORD.,Y,RANCHO PEÑASQUITOS,40.0,1,1,0,0,0,1,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,St. Joseph's Park,ST. JOSEPH'S PARK,St. Joseph's Park,3rd and Ash St.  92101,San Diego,CA,92101,,,0.67695819,DESIGNATED PARKLAND,N,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Centrum Park,CENTRUM NP,Centrum Park,8650 SPECTRUM CENTER BLVD,San Diego,CA,,32.82774701,-117.139109,2.16294263, ,N,KEARNY MESA,45.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Marie Widman Neighborhood Park,MARIE WIDMAN MEMORIAL PARK,Marie Widman Neighborhood Park,"6727 IMPERIAL AVE, 92114",San Diego,CA,92114,32.71054755,-117.05298068,5.01296498,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Pantoja Neighborhood Park,PANTOJA NP,Pantoja Neighborhood Park,"524 West G Street, 92118",San Diego,CA,92118,32.71309993,-117.167855,2.14841166,DEDIC PK/OS--ORD.,Y,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Imperial Marketplace,IMPERIAL MARKET PLACE,Imperial Marketplace,"4475 Imperial Ave, 92113",San Diego,CA,92113,32.701956970000005,-117.10026397,11.77245985, ,Y,ENCANTO,43.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Ocean Beach Gateway Mini-Park,OCEAN BEACH GATEWAY,Ocean Beach Gateway Mini-Park,"2300 SUNSET CLIFFS BLVD, 92107",San Diego,CA,92107,32.751285839999994,-117.24227933,0.21608061,NONE,N,OCEAN BEACH,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mission Bay Park,MISSION BAY PARK,Mission Bay Park,"2682 INGRAHAM ST, 92109",San Diego,CA,92109,32.77490061,-117.22937946,4109.147682350001,DEDIC PK/OS--ORD.,Y,MISSION BAY PARK,0.0,11,0,0,0,0,0,4,1,7,28,0,Parks_SD
park,City of San Diego Parks & Recreation,Civita Creekside Park (Re. Ease).,CIVITA CREEKSIDE PARK (Rec. Ease.),Civita Creekside Park (Re. Ease).,"7964 Civita Blvd., 92111",San Diego,CA,92111,,,1.36594172,PARK PER DEED,N,MISSION VALLEY,45.0,0,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Antigua Pocket Park,ANTIGUA POCKET NP,Antigua Pocket Park,"5699 Antigua Blvd., 92124",San Diego,CA,92124,32.833240839999995,-117.10544256,6.02438472, ,Y,TIERRASANTA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Villa Norte Neighborhood Park,VILLA NORTE NP,Villa Norte Neighborhood Park,"6597 Antigua Blvd., 92124",San Diego,CA,92124,32.836431989999994,-117.08867385,5.23700894,DEDIC PK/OS--ORD.,Y,TIERRASANTA,45.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Jerabek Neighborhood Park,JERABEK NP,Jerabek Neighborhood Park,"10150 Avenida Magnifica, 92131",San Diego,CA,10150,32.91083992,-117.08228535,9.6829718,DEDIC PK/OS--ORD.,Y,SCRIPPS MIRAMAR RANCH,40.0,1,1,0,0,2,1,1,2,0,1,2,Parks_SD
park,City of San Diego Parks & Recreation,Park De La Cruz Neighborhood Park & Recreation Center,PARK DE LA CRUZ NP & REC CENTER,Park De La Cruz Neighborhood Park & Recreation Center,"3901 Landis St., 92105",San Diego,CA,92105,32.7451278,-117.11096386,6.9378854,SEE L1203 ENTRIES,,MID-CITY: CITY HEIGHTS,41.0,0,1,0,0,1,0,0,0,0,0,2,Parks_SD
park,City of San Diego Parks & Recreation,Mira Mesa Community Park & Recreation Center,MIRA MESA CP & REC CENTER,Mira Mesa Community Park & Recreation Center,"8575 New Salem Street, 92126",San Diego,CA,92126,32.91424637,-117.14034716,29.182263220000003,VOTER RATIF. REQ'D,Y,MIRA MESA,44.0,2,1,3,1,4,2,2,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Torrey Highlands Neighborhood Park,TORREY HIGHLANDS NP,Torrey Highlands Neighborhood Park,"4450 Lansdale Dr., 92130",San Diego,CA,92130,32.9604004,-117.22224016,10.17326659,DESIGNATED PARKLAND,Y,CARMEL VALLEY,40.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Southwest Neighborhood Park,SOUTHWEST NP (Undeveloped),Southwest Neighborhood Park,"1416 27TH SB ST, 92154",San Diego,CA,92154,32.57169344,-117.07696543,11.52857936,DEDIC PK/OS--ORD.,Y,OTAY MESA-NESTOR,42.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mount Hope Cemetery,MT HOPE CEMETERY,Mount Hope Cemetery,"3700 Imperial Ave, 92113",San Diego,CA,92113,32.70818622,-117.11291651,108.7110699,DEDIC PK/OS-ORD,Y,ENCANTO,43.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Via Playa Los Santos Mini-Park,VIA PLAYA LOS SANTOS MP,Via Playa Los Santos Mini-Park,"5112 Via Playa Los Santos, 92124",San Diego,CA,92124,32.83647925,-117.07876426,0.44782655, ,Y,TIERRASANTA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Salk Neighborhood Park ,SALK NP & JOINT USE,Salk Neighborhood Park ,Parkdale Ave. at Salk Elem.,San Diego,CA,,,,6.30264914,MULTIPLE,N,MIRA MESA,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Ocean Air Community Park & Recreation Center,OCEAN AIR CP & REC CENTER,Ocean Air Community Park & Recreation Center,"4770 Fairport Ave, 92130",San Diego,CA,92130,32.927846259999995,-117.21698675,18.63956961, DESIGNATED PARKLAND,N,CARMEL VALLEY,40.0,1,1,0,0,2,2,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Kensington Park,KENSINGTON NP,Kensington Park,"4121 Adams Ave., 92116",San Diego,CA,92116,32.76300327,-117.10682979,0.45410315,UNKNOWN,N,MID-CITY: KENSINGTON-TALM,41.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Kellogg Park,KELLOGG NP,Kellogg Park,"8300 CAM DEL ORO, 92037",San Diego,CA,92037,32.85736634,-117.25657405,8.02489148,DEDIC PK/OS--ORD.,Y,LA JOLLA,0.0,1,0,0,0,0,0,0,0,0,2,0,Parks_SD
park,City of San Diego Parks & Recreation,Southcrest Community Park & Recreation Center,SOUTHCREST CP & REC CENTER,Southcrest Community Park & Recreation Center,"1297 S 40TH ST, 92113",San Diego,CA,92113,32.69337886,-117.10559654,17.49087063,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,43.0,1,1,0,0,2,1,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Children's Park,CHILDRENS PARK,Children's Park,"155 W ISLAND AVE, 92101",San Diego,CA,92101,32.70981509,-117.16429455,1.94017884,NONE,N,DOWNTOWN,45.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Butterfly Mini-Park,BUTTERFLY MP,Butterfly Mini-Park,"11885 Cypress Canyon Rd., 92131",San Diego,CA,11885,32.932789979999995,-117.08346013,3.0874718, ,N,MIRAMAR RANCH NORTH,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Pearlman Mini-Park,PEARLMAN MP,Pearlman Mini-Park,"5404 Carmel Knolls Dr., 92130",San Diego,CA,92130,32.95440126,-117.20548738,0.32183315, ,Y,CARMEL VALLEY,40.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Grantville Neighborhood Park,GRANTVILLE NP,Grantville Neighborhood Park,"4645 VANDEVER AVE, 92120",San Diego,CA,92120,32.78728503,-117.09491909,2.51501236,DEDIC PK/OS--ORD.,Y,NAVAJO,45.0,2,1,0,0,0,0,0,0,0,0,0,Parks_SD
