tract_geoid,economic_coverage,economic_score,education_score,education_coverage,health_coverage,health_score,housing_coverage,housing_score,safety_env_coverage,safety_env_score,mobility_connectivity_coverage,mobility_connectivity_score,youth_supports_coverage,youth_supports_score,yoi_raw_0_1,yoi_0_100,service_count,services_per_10k,total_population
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005403,1.0,0.8431237042156186,0.5,0.0,1.0,0.7599396110681377,1.0,0.9063793103448275,0.0,,1.0,0.9076766885152465,1.0,0.42616034957727744,,,5,20.77274615704196,2407
06073005402,1.0,0.2546648237733241,0.5,0.0,1.0,0.6190267882587632,1.0,0.7582758620689656,0.0,,1.0,0.5872964757290776,1.0,0.6373062125961813,,,12,26.63115845539281,4506
06073005301,1.0,0.06427090532135449,0.5,0.0,1.0,0.2560156875517377,1.0,0.29413793103448277,0.0,,1.0,0.3133661062030968,1.0,0.34840172888762233,,,5,15.092061575611229,3313
06073005802,1.0,0.7201105736005529,0.5,0.0,1.0,0.6912140210886292,1.0,0.8025862068965517,0.0,,1.0,0.7904806687565308,1.0,0.1387187707798993,,,2,7.067137809187279,2830
06073005801,1.0,0.33241188666205945,0.5,0.0,1.0,0.601792940601718,1.0,0.48000000000000004,0.0,,1.0,0.6215279756815807,1.0,0.21216704664196828,,,2,11.743981209630064,1703
06073004102,1.0,0.0020732550103662595,0.5,0.0,1.0,0.2492620336820964,1.0,0.15034482758620693,0.0,,1.0,0.5236817231879928,1.0,0.07582217155884868,,,1,4.610419548178884,2169
06073000902,1.0,0.17380787836903944,0.5,0.0,1.0,0.41700491253782784,1.0,0.41,0.0,,1.0,0.6173567968082074,1.0,0.14216704664196828,,,2,7.51597143930853,2661
06073004101,1.0,0.6098825155494125,0.5,0.0,1.0,0.40595210954145117,1.0,0.28586206896551725,0.0,,1.0,0.2286838605490643,1.0,0.5937251828631139,,,10,24.021138601969735,4163
06073005202,1.0,0.029716655148583238,0.5,0.0,1.0,0.24620553949707555,1.0,0.30758620689655175,0.0,,1.0,0.18044599601025935,1.0,0.05064975776574523,,,1,1.9577133907595927,5108
06073001202,1.0,0.15514858327574288,0.5,0.0,1.0,0.518900378618247,1.0,0.40293103448275863,0.0,,1.0,0.49183528070675403,1.0,0.0637532060416073,,,1,3.3715441672285906,2966
06073000901,1.0,0.1973047684865239,0.5,0.0,1.0,0.5596912022147132,1.0,0.43517241379310345,0.0,,1.0,0.310562363446376,1.0,0.01826327538709984,,,0,0.0,3951
06073019109,1.0,0.3607463718037318,0.5,0.0,1.0,0.3594550747058584,1.0,0.38396551724137934,0.0,,1.0,0.321902251353662,1.0,0.2325980811247269,,,4,9.30232558139535,4300
06073017111,1.0,0.9654457498272287,0.5,0.0,1.0,0.6866321974785924,1.0,0.9594827586206897,0.0,,1.0,0.9161133276337038,1.0,0.10113256388334758,,,2,4.628558204119417,4321
06073017059,1.0,0.3607463718037318,0.5,0.0,1.0,0.5679777850154026,1.0,0.8525862068965517,0.0,,1.0,0.8428386529875558,1.0,0.01826327538709984,,,0,0.0,3498
06073021402,1.0,0.1803731859018659,0.5,0.0,1.0,0.46081199364898423,1.0,0.4513793103448276,0.0,,1.0,0.5194238624489408,1.0,0.0630635508691935,,,1,3.2722513089005236,3056
06073020042,1.0,0.8337940566689703,0.5,0.0,1.0,0.5314458060226085,1.0,0.7065517241379311,0.0,,1.0,0.7876724137931035,1.0,0.5430588011779234,,,9,20.215633423180595,4452
06073017112,1.0,0.9433310297166552,0.5,0.0,1.0,0.7534598108265821,1.0,0.8591379310344828,0.0,,1.0,0.8993540419872708,1.0,0.07237389569677971,,,1,4.409171075837742,2268
06073020031,1.0,0.414651002073255,0.5,0.0,1.0,0.568160308865638,1.0,0.6386206896551725,0.0,,1.0,0.36476631518951264,1.0,0.18742566733162344,,,4,6.083650190114069,6575
06073017113,1.0,0.9813407049067036,0.5,0.0,1.0,0.5652376202689682,1.0,0.5955172413793104,0.0,,1.0,0.5668853899496533,1.0,0.09078773629714068,,,2,3.6075036075036073,5544
06073013323,1.0,0.7767795438838977,0.5,0.0,1.0,0.5501889020070838,1.0,0.3703448275862069,0.0,,1.0,0.23083452075615085,1.0,0.3546905576137551,,,7,9.760178471834914,7172
06073020043,1.0,0.49723565998617825,0.5,0.0,1.0,0.6955492000162845,1.0,0.7336206896551725,0.0,,1.0,0.706764035337703,1.0,0.2687465564738292,,,5,9.1441111923921,5468
06073016618,1.0,0.8431237042156186,0.5,0.0,1.0,0.42021672162738,1.0,0.5205172413793103,0.0,,1.0,0.6209005414648048,1.0,0.01826327538709984,,,0,0.0,3592
06073020110,1.0,0.30545957152729786,0.5,0.0,1.0,0.3143310399109772,1.0,0.38310344827586207,0.0,,1.0,0.20378930369525977,1.0,0.16190842595231308,,,4,4.49438202247191,8900
06073001802,1.0,0.2612301313061507,0.5,0.0,1.0,0.4447025336210289,1.0,0.3525862068965517,0.0,,1.0,0.25747387669801464,1.0,0.5536145150565213,,,8,24.63054187192118,3248
06073001802,1.0,0.2612301313061507,0.5,0.0,1.0,0.4447025336210289,1.0,0.3525862068965517,0.0,,1.0,0.25747387669801464,1.0,0.5536145150565213,,,8,24.63054187192118,3248
06073001802,1.0,0.2612301313061507,0.5,0.0,1.0,0.4447025336210289,1.0,0.3525862068965517,0.0,,1.0,0.25747387669801464,1.0,0.5536145150565213,,,8,24.63054187192118,3248
06073001802,1.0,0.2612301313061507,0.5,0.0,1.0,0.4447025336210289,1.0,0.3525862068965517,0.0,,1.0,0.25747387669801464,1.0,0.5536145150565213,,,8,24.63054187192118,3248
06073005302,1.0,0.6378714581893573,0.5,0.0,1.0,0.43829241813567826,1.0,0.35017241379310343,0.0,,1.0,0.600110430322029,1.0,0.2448394604350717,,,4,9.718172983479105,4116
06073005302,1.0,0.6378714581893573,0.5,0.0,1.0,0.43829241813567826,1.0,0.35017241379310343,0.0,,1.0,0.600110430322029,1.0,0.2448394604350717,,,4,9.718172983479105,4116
06073005302,1.0,0.6378714581893573,0.5,0.0,1.0,0.43829241813567826,1.0,0.35017241379310343,0.0,,1.0,0.600110430322029,1.0,0.2448394604350717,,,4,9.718172983479105,4116
06073005302,1.0,0.6378714581893573,0.5,0.0,1.0,0.43829241813567826,1.0,0.35017241379310343,0.0,,1.0,0.600110430322029,1.0,0.2448394604350717,,,4,9.718172983479105,4116
06073001302,1.0,0.5162404975812025,0.5,0.0,1.0,0.5491168288346973,1.0,0.4425862068965517,0.0,,1.0,0.4550263607865489,1.0,0.19798898071625345,,,3,9.244992295839754,3245
06073001302,1.0,0.5162404975812025,0.5,0.0,1.0,0.5491168288346973,1.0,0.4425862068965517,0.0,,1.0,0.4550263607865489,1.0,0.19798898071625345,,,3,9.244992295839754,3245
06073001302,1.0,0.5162404975812025,0.5,0.0,1.0,0.5491168288346973,1.0,0.4425862068965517,0.0,,1.0,0.4550263607865489,1.0,0.19798898071625345,,,3,9.244992295839754,3245
06073001302,1.0,0.5162404975812025,0.5,0.0,1.0,0.5491168288346973,1.0,0.4425862068965517,0.0,,1.0,0.4550263607865489,1.0,0.19798898071625345,,,3,9.244992295839754,3245
06073001201,1.0,0.33724948168624735,0.5,0.0,1.0,0.5016843083770983,1.0,0.36724137931034484,0.0,,1.0,0.6385147715398499,1.0,0.01826327538709984,,,0,0.0,2290
06073021305,1.0,0.9792674498963373,0.5,0.0,1.0,0.4206223452618437,1.0,0.6243103448275862,0.0,,1.0,0.6371423482473639,1.0,0.4038643488173269,,,6,15.24390243902439,3936
06073021101,1.0,0.11921216309606086,0.5,0.0,1.0,0.13978857088574956,1.0,0.22293103448275864,0.0,,1.0,0.4016593046451981,1.0,0.7894585351952124,,,19,40.8426483233018,4652
06073013322,1.0,0.9903248099516241,0.5,0.0,1.0,0.6871756300126206,1.0,0.46879310344827585,0.0,,1.0,0.5503082549634274,1.0,0.16160967037142587,,,3,6.530256856769699,4594
06073015706,1.0,0.019004837595024138,0.5,0.0,1.0,0.07018483084313806,1.0,0.06810344827586207,0.0,,1.0,0.5055305405148666,1.0,0.06823596466229695,,,1,3.920031360250882,2551
06073015705,1.0,0.09675190048375948,0.5,0.0,1.0,0.08807264313533907,1.0,0.1606896551724138,0.0,,1.0,0.40265127766695163,1.0,0.10182221905576139,,,2,4.68384074941452,4270
06073015408,1.0,0.5874222529371113,0.5,0.0,1.0,0.2663388022635672,1.0,0.43189655172413793,0.0,,1.0,0.5016780659257148,1.0,0.1695407048541845,,,3,7.304601899196494,4107
06073013425,1.0,0.9395300621976503,0.5,0.0,1.0,0.6904067092781826,1.0,0.48224137931034483,0.0,,1.0,0.7750318229315094,1.0,0.3729429087109338,,,4,20.130850528434827,1987
06073021001,1.0,0.6268140981340704,0.5,0.0,1.0,0.3859038662486937,1.0,0.4213793103448276,0.0,,1.0,0.7051985370950888,1.0,0.8403559893606916,,,15,80.12820512820512,1872
06073013423,1.0,0.9768486523842432,0.5,0.0,1.0,0.6748963888775802,1.0,0.47086206896551724,0.0,,1.0,0.5716581172223806,1.0,0.43972641778284416,,,6,18.099547511312217,3315
06073013320,1.0,0.8185901865929509,0.5,0.0,1.0,0.5977297832783727,1.0,0.36517241379310345,0.0,,1.0,0.2699092808967417,1.0,0.24495345302555335,,,5,7.299270072992701,6850
06073013424,1.0,0.8624740843123704,0.5,0.0,1.0,0.5041956058570479,1.0,0.3629310344827586,0.0,,1.0,0.26750356226845257,1.0,0.648976679015864,,,15,22.566571385587483,6647
06073016403,1.0,0.2975120939875605,0.5,0.0,1.0,0.2890976265114196,1.0,0.38568965517241377,0.0,,1.0,0.47047544409613373,1.0,0.1474717393369431,,,3,5.5268975681650705,5428
06073020812,1.0,0.808914996544575,0.5,0.0,1.0,0.09943790796455375,1.0,0.11724137931034484,0.0,,1.0,0.4955782749121307,1.0,0.2605751876128052,,,3,13.531799729364007,2217
06073021102,1.0,0.011057360055286791,0.5,0.0,1.0,0.12147403275929922,1.0,0.20086206896551723,0.0,,1.0,0.51182958107723,1.0,0.4597264177828441,,,6,20.229265003371545,2966
06073010016,0.0,,0.5,0.0,1.0,0.41433551819131764,1.0,0.1581034482758621,0.0,,1.0,0.586552674076185,1.0,0.062029068110572814,,,1,3.108486167236556,3217
06073013316,1.0,0.7201105736005529,0.5,0.0,1.0,0.566463583438505,1.0,0.3943103448275862,0.0,,1.0,0.23963379880307778,1.0,0.2370224185427947,,,5,6.46579593948015,7733
06073019111,1.0,0.3154803040774016,0.5,0.0,1.0,0.26843300899727235,1.0,0.27379310344827584,0.0,,1.0,0.48176118552294106,1.0,0.5378863873848201,,,9,19.982238010657195,4504
06073019110,1.0,0.5929509329647547,0.5,0.0,1.0,0.33223445833163695,1.0,0.393103448275862,0.0,,1.0,0.5228320034197778,1.0,0.289436211646243,,,5,9.788566953797964,5108
06073013315,1.0,0.467519004837595,0.5,0.0,1.0,0.6349914505557138,1.0,0.5017241379310344,0.0,,1.0,0.6310924289921156,1.0,0.01826327538709984,,,0,0.0,3893
06073018615,1.0,0.4830684174153421,0.5,0.0,1.0,0.34169903242003563,1.0,0.1724137931034483,0.0,,1.0,0.5135565688230265,1.0,0.2825980811247269,,,4,12.535255405828893,3191
06073020040,1.0,0.35314443676572216,0.5,0.0,1.0,0.45559432208335027,1.0,0.6056896551724138,0.0,,1.0,0.6512432316899401,1.0,0.4546905576137551,,,7,17.094017094017094,4095
06073013608,1.0,0.11368348306841747,0.5,0.0,1.0,0.24793252724287207,1.0,0.3556896551724138,0.0,,1.0,0.5847672651277667,1.0,0.40627814192077516,,,6,15.45993300695697,3881
06073013607,1.0,0.7577747062888736,0.5,0.0,1.0,0.24481265860576204,1.0,0.3163793103448276,0.0,,1.0,0.6217659352142111,1.0,0.6758174218675786,,,9,39.11342894393742,2301
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073008202,1.0,0.6720801658604008,0.5,0.0,1.0,0.7418891557763031,1.0,0.9927586206896553,0.0,,1.0,0.991730550014249,1.0,0.5596086254393464,,,5,41.80602006688963,1196
06073013422,1.0,0.808914996544575,0.5,0.0,1.0,0.5385894773982549,1.0,0.4903448275862069,0.0,,1.0,0.6650061745986511,1.0,0.3184017288876223,,,5,11.868027533823877,4213
06073017062,1.0,0.9395300621976503,0.5,0.0,1.0,0.7630652471875042,1.0,0.9339655172413793,0.0,,1.0,0.7878419777714448,1.0,0.8914453310534816,,,25,50.241157556270096,4976
06073020310,1.0,0.5020732550103663,0.5,0.0,1.0,0.460729959695477,1.0,0.4329310344827586,0.0,,1.0,0.19154982426142303,1.0,0.41374845635033725,,,9,9.851138353765323,9136
06073017308,1.0,0.4246717346233587,0.5,0.0,1.0,0.4917965367965368,1.0,0.47879310344827586,0.0,,1.0,0.6948993065450746,1.0,0.6761622494537856,,,9,39.33566433566434,2288
06073020311,1.0,0.20490670352453355,0.5,0.0,1.0,0.4611867442901926,1.0,0.6043103448275862,0.0,,1.0,0.6352308349957252,1.0,0.25880497767645105,,,4,10.41395469929706,3841
06073017066,1.0,0.34727021423635107,0.5,0.0,1.0,0.6741998805791908,1.0,0.7105172413793104,0.0,,1.0,0.6309962477438966,1.0,0.3478298660587062,,,6,11.100832562442184,5405
06073017066,1.0,0.34727021423635107,0.5,0.0,1.0,0.6741998805791908,1.0,0.7105172413793104,0.0,,1.0,0.6309962477438966,1.0,0.3478298660587062,,,6,11.100832562442184,5405
06073017066,1.0,0.34727021423635107,0.5,0.0,1.0,0.6741998805791908,1.0,0.7105172413793104,0.0,,1.0,0.6309962477438966,1.0,0.3478298660587062,,,6,11.100832562442184,5405
06073017066,1.0,0.34727021423635107,0.5,0.0,1.0,0.6741998805791908,1.0,0.7105172413793104,0.0,,1.0,0.6309962477438966,1.0,0.3478298660587062,,,6,11.100832562442184,5405
06073019108,1.0,0.27816171389080857,0.5,0.0,1.0,0.33892684118389443,1.0,0.2655172413793103,0.0,,1.0,0.6007219530730503,1.0,0.15423601215920965,,,2,8.532423208191126,2344
06073013326,1.0,0.9844505874222529,0.5,0.0,1.0,0.7651973835986375,1.0,0.6256896551724138,0.0,,1.0,0.6203001804882683,1.0,0.1754027738197017,,,3,7.772020725388601,3860
06073022101,1.0,0.8624740843123704,0.5,0.0,1.0,0.6268139749487712,1.0,0.6996551724137932,0.0,,1.0,0.8295112567683101,1.0,0.6089593426427282,,,8,35.103115401491884,2279
06073010019,1.0,0.751209398756047,0.5,0.0,1.0,0.5324658361492218,1.0,0.3143103448275862,0.0,,1.0,0.47647216680915744,1.0,0.8074078559893607,,,16,44.84304932735426,3568
06073010019,1.0,0.751209398756047,0.5,0.0,1.0,0.5324658361492218,1.0,0.3143103448275862,0.0,,1.0,0.47647216680915744,1.0,0.8074078559893607,,,16,44.84304932735426,3568
06073010019,1.0,0.751209398756047,0.5,0.0,1.0,0.5324658361492218,1.0,0.3143103448275862,0.0,,1.0,0.47647216680915744,1.0,0.8074078559893607,,,16,44.84304932735426,3568
06073010019,1.0,0.751209398756047,0.5,0.0,1.0,0.5324658361492218,1.0,0.3143103448275862,0.0,,1.0,0.47647216680915744,1.0,0.8074078559893607,,,16,44.84304932735426,3568
06073016703,1.0,0.6378714581893573,0.5,0.0,1.0,0.4150405080812604,1.0,0.40810344827586204,0.0,,1.0,0.6013610240334378,1.0,0.01826327538709984,,,0,0.0,2986
06073020034,1.0,0.9682100898410504,0.5,0.0,1.0,0.779510781799183,1.0,0.931551724137931,0.0,,1.0,0.9539921155124917,1.0,0.01826327538709984,,,0,0.0,2560
06073016705,1.0,0.467519004837595,0.5,0.0,1.0,0.18274993553990418,1.0,0.30017241379310344,0.0,,1.0,0.3183877172983756,1.0,0.21225325353851998,,,4,8.174943797261394,4893
06073020312,1.0,0.8185901865929509,0.5,0.0,1.0,0.34642891069223364,1.0,0.406551724137931,0.0,,1.0,0.49253799753016053,1.0,0.3190913840600361,,,5,11.961722488038276,4180
06073020313,1.0,0.15514858327574288,0.5,0.0,1.0,0.19763791067866304,1.0,0.2625862068965517,0.0,,1.0,0.5538899971501853,1.0,0.4921402108862924,,,6,23.300970873786408,2575
06073019210,1.0,0.18348306841741535,0.5,0.0,1.0,0.2614767468685964,1.0,0.15500000000000003,0.0,,1.0,0.11770827396219247,1.0,0.31903676261043035,,,6,9.49667616334283,6318
06073020111,1.0,0.9813407049067036,0.5,0.0,1.0,0.4916359972316085,1.0,0.5932758620689655,0.0,,1.0,0.6787999905006175,1.0,0.11147739146955449,,,2,5.184033177812338,3858
06073020039,1.0,0.7201105736005529,0.5,0.0,1.0,0.7155780374275672,1.0,0.5775862068965517,0.0,,1.0,0.7757267027643202,1.0,0.2705751876128052,,,3,14.720314033366044,2038
06073020044,1.0,0.5812024879060125,0.5,0.0,1.0,0.5777350757915022,1.0,0.6522413793103448,0.0,,1.0,0.40885722428042176,1.0,0.2204706944048637,,,5,5.337888331376107,9367
06073020036,1.0,0.08604008293020038,0.5,0.0,1.0,0.29950854265901283,1.0,0.1325862068965517,0.0,,1.0,0.3267129761565498,1.0,0.01826327538709984,,,0,0.0,3649
06073016706,1.0,0.12370421561852107,0.5,0.0,1.0,0.23412646392270217,1.0,0.31741379310344825,0.0,,1.0,0.5695889142205757,1.0,0.2257476014059086,,,3,10.452961672473867,2870
06073019305,1.0,0.7277125086385625,0.5,0.0,1.0,0.3340227170948174,1.0,0.42103448275862065,0.0,,1.0,0.39818538045027074,1.0,0.2515635983661062,,,4,9.97506234413965,4010
06073019304,1.0,0.751209398756047,0.5,0.0,1.0,0.4399168804027739,1.0,0.4513793103448276,0.0,,1.0,0.5530105918115322,1.0,0.01826327538709984,,,0,0.0,3328
06073019209,1.0,0.1973047684865239,0.5,0.0,1.0,0.4362636892887676,1.0,0.6206896551724138,0.0,,1.0,0.7595421297615654,1.0,0.01826327538709984,,,0,0.0,2899
06073020813,1.0,0.7840359364201797,0.5,0.0,1.0,0.16839792913460624,1.0,0.2348275862068966,0.0,,1.0,0.13444856084354512,1.0,0.5537061840980336,,,11,18.00622033065968,6109
06073016404,1.0,0.005183137525915704,0.5,0.0,1.0,0.03369295281520986,1.0,0.053620689655172415,0.0,,1.0,0.3765678730882493,1.0,0.05478768880022798,,,1,2.4437927663734116,4092
06073016812,1.0,0.5331720801658604,0.5,0.0,1.0,0.3162062180243999,1.0,0.5320689655172414,0.0,,1.0,0.7138519996200248,1.0,0.2281613945093569,,,3,10.741138560687432,2793
06073009109,1.0,0.9965445749827229,0.5,0.0,1.0,0.5780788855867226,1.0,0.2898275862068966,0.0,,1.0,0.5502194357366772,1.0,0.43403676261043034,,,6,17.761989342806395,3378
06073009109,1.0,0.9965445749827229,0.5,0.0,1.0,0.5780788855867226,1.0,0.2898275862068966,0.0,,1.0,0.5502194357366772,1.0,0.43403676261043034,,,6,17.761989342806395,3378
06073009109,1.0,0.9965445749827229,0.5,0.0,1.0,0.5780788855867226,1.0,0.2898275862068966,0.0,,1.0,0.5502194357366772,1.0,0.43403676261043034,,,6,17.761989342806395,3378
06073009109,1.0,0.9965445749827229,0.5,0.0,1.0,0.5780788855867226,1.0,0.2898275862068966,0.0,,1.0,0.5502194357366772,1.0,0.43403676261043034,,,6,17.761989342806395,3378
06073007402,1.0,0.4571527297857636,0.5,0.0,1.0,0.5448743367395406,1.0,0.6525862068965518,0.0,,1.0,0.6457580507267027,1.0,0.05685665431746936,,,1,2.627430373095113,3806
06073016621,1.0,0.32619212163096056,0.5,0.0,1.0,0.4189724382200871,1.0,0.5229310344827587,0.0,,1.0,0.5876467654602451,1.0,0.1698855324403914,,,3,7.381889763779528,4064
06073016620,1.0,0.7201105736005529,0.5,0.0,1.0,0.34297018550937036,1.0,0.3674137931034483,0.0,,1.0,0.6168010829296096,1.0,0.06996010259333144,,,1,4.096681687832856,2441
06073016813,1.0,0.36351071181755357,0.5,0.0,1.0,0.28731907068897666,1.0,0.5379310344827586,0.0,,1.0,0.6985283081599696,1.0,0.19264415313004657,,,3,9.126863401277761,3287
06073016704,1.0,0.5929509329647547,0.5,0.0,1.0,0.3414268072575283,1.0,0.4706896551724138,0.0,,1.0,0.2826888002279852,1.0,0.17639118457300274,,,4,5.298715061597562,7549
06073018805,1.0,0.7636489288182446,0.5,0.0,1.0,0.5575718221172766,1.0,0.7237931034482759,0.0,,1.0,0.7439541179823311,1.0,0.056166999145055574,,,1,2.5144581342720644,3977
06073016619,1.0,0.3890808569454043,0.5,0.0,1.0,0.26816193733121635,1.0,0.36948275862068963,0.0,,1.0,0.4604801937874038,1.0,0.579932079414838,,,10,22.182786157941436,4508
06073018804,1.0,0.9792674498963373,0.5,0.0,1.0,0.49548195795844696,1.0,0.7332758620689654,0.0,,1.0,0.681123776954498,1.0,0.09458083974541655,,,2,4.058441558441559,4928
06073018620,1.0,0.6378714581893573,0.5,0.0,1.0,0.38818141106542364,1.0,0.18931034482758619,0.0,,1.0,0.5077225230360026,1.0,0.3639773914695545,,,4,19.093078758949883,2095
06073018525,1.0,0.8265376641326883,0.5,0.0,1.0,0.5620897284533648,1.0,0.6055172413793104,0.0,,1.0,0.5875379975301604,1.0,0.17092001519901207,,,3,7.494379215588309,4003
06073018524,1.0,0.1116102280580511,0.5,0.0,1.0,0.299232585596222,1.0,0.29620689655172416,0.0,,1.0,0.43767740096893704,1.0,0.05789113707609006,,,1,2.73224043715847,3660
06073018522,1.0,0.8590186592950932,0.5,0.0,1.0,0.6082158802534978,1.0,0.6,0.0,,1.0,0.3965882967607106,1.0,0.7224078559893607,,,16,31.77124702144559,5036
06073017067,1.0,0.5494125777470629,0.5,0.0,1.0,0.7772128811627245,1.0,0.7043103448275863,0.0,,1.0,0.8265987460815047,1.0,0.8566999145055572,,,19,65.65307532826537,2894
06073019811,1.0,0.6185210780926054,0.5,0.0,1.0,0.582495894909688,1.0,0.7129310344827586,0.0,,1.0,0.5562819416737912,1.0,0.3822767645103068,,,7,11.711560983771122,5977
06073018619,1.0,0.9768486523842432,0.5,0.0,1.0,0.6671594132095698,1.0,0.7513793103448276,0.0,,1.0,0.6857813242139261,1.0,0.05202906811057281,,,1,2.0238818053025707,4941
06073018617,1.0,0.6015894955079475,0.5,0.0,1.0,0.41084815915536915,1.0,0.35724137931034483,0.0,,1.0,0.5558748931319464,1.0,0.12389118457300277,,,2,5.997001499250374,3335
06073018618,1.0,0.19419488597097445,0.5,0.0,1.0,0.24716117738061305,1.0,0.13568965517241377,0.0,,1.0,0.2669708843925145,1.0,0.17229932554383964,,,3,7.533902561526871,3982
06073018622,1.0,0.09744298548721497,0.5,0.0,1.0,0.21152383666490251,1.0,0.20034482758620692,0.0,,1.0,0.282499525030873,1.0,0.01826327538709984,,,0,0.0,5008
06073017063,1.0,0.9433310297166552,0.5,0.0,1.0,0.6791800675813215,1.0,0.7258620689655173,0.0,,1.0,0.7019571102878313,1.0,0.16471311864728794,,,3,6.902899217671422,4346
