tract_geoid,economic_score,economic_coverage,education_score,education_coverage,health_score,health_coverage,housing_score,housing_coverage,safety_env_score,safety_env_coverage,mobility_connectivity_score,mobility_connectivity_coverage,youth_supports_score,youth_supports_coverage,yoi_raw_0_1,yoi_0_100
06073013312,0.8381147540983607,1.0,,0.0,0.254421768707483,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.37510960965118745,1.0,0.49174146508704686,49.17414650870469
06073008343,0.050546448087431695,1.0,,0.0,0.673469387755102,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.4925363904041943,1.0,0.42896798853447105,42.8967988534471
06073008344,0.8381147540983607,1.0,,0.0,0.8934240362811791,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.7293315426577687,1.0,0.7400475152321162,74.00475152321162
06073008345,0.5341530054644809,1.0,,0.0,0.8292517006802721,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.690556032453687,1.0,0.6383201166223991,63.83201166223991
06073013401,0.6489071038251366,1.0,,0.0,0.49931972789115653,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.28463341917499696,1.0,0.4830449946956116,48.30449946956116
06073013409,0.7254098360655737,1.0,,0.0,0.4489795918367347,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.6130050120455237,1.0,0.5716785419597472,57.16785419597472
06073015601,0.17349726775956287,1.0,,0.0,0.2256235827664399,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.502620478313442,1.0,0.3502652641826503,35.02652641826503
06073015701,0.015710382513661192,1.0,,0.0,0.06666666666666665,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.326340006830412,1.0,0.22700919597547406,22.700919597547404
06073008348,0.7158469945355191,1.0,,0.0,0.845124716553288,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.9140332659522425,1.0,0.7435811762330515,74.35811762330515
06073008349,0.5997267759562841,1.0,,0.0,0.7015873015873016,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.4195372857419766,1.0,0.5550427727941798,55.50427727941798
06073008351,0.7349726775956285,1.0,,0.0,0.7900226757369614,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.2764701538688745,1.0,0.5751963087731553,57.51963087731553
06073008352,0.7616120218579235,1.0,,0.0,0.6770975056689342,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.3984488503678269,1.0,0.5841195264464603,58.41195264464603
06073008353,0.6434426229508197,1.0,,0.0,0.8235827664399094,1.0,,0.0,0.4993197278911564,1.0,,0.0,0.7513286997295526,1.0,0.6794184542528595,67.94184542528595
