GEOID,NAME,youth_10_19,services_per_1k_youth_10_19,median_hh_income_2023usd,zero_veh_share,severity_score,priority_tier,suitability_score
06073009108,91.08,187.0,0.0,88654.0,0.0133630289532293,0.49851900403955607,Medium,0.4848712297858535
06073017069,170.69,407.0,0.0,186625.0,0.0187265917602996,0.46976859331828835,Medium,0.4008791683201581
06073003800,38,732.0,0.0,,1.0,,,0.47380303974716986
06073003901,39.01,818.0,1.2224938875305624,67459.0,0.0833333333333333,0.5671970397811001,Medium,0.23133902195729297
06073003902,39.02,637.0,4.7095761381475665,53750.0,0.2438316400580551,0.588141851816339,Medium,0.22477202557078524
06073003902,39.02,637.0,4.7095761381475665,53750.0,0.2438316400580551,0.588141851816339,Medium,0.22477202557078524
06073003902,39.02,637.0,4.7095761381475665,53750.0,0.2438316400580551,0.588141851816339,Medium,0.22477202557078524
06073004000,40,815.0,4.9079754601226995,53643.0,0.0588723051409618,0.5713179558455137,Medium,0.21703758165840256
06073004000,40,815.0,4.9079754601226995,53643.0,0.0588723051409618,0.5713179558455137,Medium,0.21703758165840256
06073004000,40,815.0,4.9079754601226995,53643.0,0.0588723051409618,0.5713179558455137,Medium,0.21703758165840256
06073004000,40,815.0,4.9079754601226995,53643.0,0.0588723051409618,0.5713179558455137,Medium,0.21703758165840256
06073008800,88,663.0,1.5082956259426847,76775.0,0.1263001485884101,0.5338879480583797,Medium,0.233639979809415
06073008901,89.01,352.0,0.0,95441.0,0.0354017501988862,0.4862381769201406,Medium,0.4741169651346293
06073013317,133.17,2913.0,0.0,139464.0,0.0125582337451893,0.499544229059197,Medium,0.5719461069628273
06073018201,182.01,433.0,0.0,75707.0,0.0750407830342577,0.5425058508483874,Medium,0.4219047682240039
06073018101,181.01,257.0,0.0,116215.0,0.0273764258555133,0.4760033518954573,Medium,0.4026926250031508
06073017202,172.02,132.0,0.0,179018.0,0.0083916083916083,0.43173317921330995,Medium,0.4112216353897751
06073018302,183.02,37.0,0.0,67955.0,0.0352941176470588,0.4901956961117728,Medium,0.41303218079624215
06073017068,170.68,644.0,0.0,145313.0,0.0229306487695749,0.48190368213751905,Medium,0.4536456744419657
06073013325,133.25,602.0,0.0,82529.0,0.0363732208750658,0.5132879564938869,Medium,0.41409234101729764
06073013318,133.18,1687.0,0.0,151302.0,0.0256762952773956,0.514761307743886,Medium,0.46108778436871023
