tract_geoid,NAME,NAMELSAD,median_hh_income,poverty_rate_pct,pct_hh_zero_vehicle,pct_hh_no_internet,total_population,opportunity_index_acs
06073018524,185.24,Census Tract 185.24,89779.0,19.2,3.0421216848673946,3.58814352574103,3660,54.517497073142
06073018522,185.22,Census Tract 185.22,124119.0,3.0,2.509760178471835,2.509760178471835,5036,77.6505802515267
06073017067,170.67,Census Tract 170.67,223977.0,7.6,4.171494785631518,0.4634994206257242,2894,92.08707938208116
06073019811,198.11,Census Tract 198.11,125000.0,6.2,2.826267664172901,1.2468827930174564,5977,76.78838592011014
06073018619,186.19,Census Tract 186.19,173072.0,1.4,0.0,0.0,4941,94.58001059711002
06073018617,186.17,Census Tract 186.17,130500.0,6.8,0.30364372469635625,1.3157894736842104,3335,79.78302897888598
06073018618,186.18,Census Tract 186.18,76573.0,13.7,6.334371754932502,4.257528556593977,3982,52.55582008054027
06073018622,186.22,Census Tract 186.22,75085.0,20.5,8.35117773019272,6.423982869379015,5008,39.99251831099208
06073017063,170.63,Census Tract 170.63,121015.0,2.5,4.414587332053743,3.7747920665387076,4346,73.24499629790652
06073018520,185.20,Census Tract 185.20,93087.0,4.7,2.9088558500323205,2.9734970911441496,5394,69.60964637164643
06073018523,185.23,Census Tract 185.23,102065.0,4.2,4.3043043043043046,0.7007007007007007,4871,74.13839768179514
06073018521,185.21,Census Tract 185.21,110156.0,5.3,6.614077669902913,9.101941747572816,5427,56.900899452990174
06073017071,170.71,Census Tract 170.71,194196.0,1.2,0.893355667225014,0.0,5485,97.34280246242038
06073008381,83.81,Census Tract 83.81,202833.0,8.8,2.178030303030303,2.272727272727273,3473,86.3539878938381
06073017060,170.60,Census Tract 170.60,121205.0,9.4,2.6415094339622645,1.509433962264151,3222,72.94763391060572
06073017065,170.65,Census Tract 170.65,192317.0,3.5,2.4508223153821347,0.3869719445340213,10060,92.53080759890457
06073017064,170.64,Census Tract 170.64,208167.0,0.7,1.9538188277087036,1.3765541740674956,8518,96.52582812550916
06073017061,170.61,Census Tract 170.61,160126.0,9.0,4.178885630498534,3.2991202346041053,3335,74.97318397154928
06073019810,198.10,Census Tract 198.10,116750.0,17.7,6.436077057793345,0.7005253940455342,6625,61.91728993470057
06073008376,83.76,Census Tract 83.76,120563.0,12.3,1.0589481115425343,0.4941757853865161,6335,73.7253354646375
06073008375,83.75,Census Tract 83.75,121607.0,28.9,4.497475906379074,0.0,4306,55.83554996088023
06073017058,170.58,Census Tract 170.58,139076.0,5.4,0.5910800644814616,1.6657710908113916,4284,81.56698636051665
06073008372,83.72,Census Tract 83.72,225481.0,7.2,1.0362694300518136,0.0,3965,96.9481322575846
06073008374,83.74,Census Tract 83.74,,0.0,1.0126582278481013,0.0,4170,91.40385746028537
06073008369,83.69,Census Tract 83.69,168393.0,4.6,0.5078720162519045,0.0,4599,90.30855295058743
06073008370,83.70,Census Tract 83.70,156184.0,3.4,2.5830258302583027,0.0,3790,87.09891995225529
06073020041,200.41,Census Tract 200.41,79693.0,7.1,1.079913606911447,3.6717062634989204,2713,65.8946818223309
06073020037,200.37,Census Tract 200.37,94222.0,7.6,1.1976047904191618,4.416167664670659,4342,66.41484357580191
06073017406,174.06,Census Tract 174.06,161331.0,4.5,8.866155157715259,0.8525149190110828,2929,78.59269399894382
06073017405,174.05,Census Tract 174.05,138403.0,30.8,1.3748191027496381,3.039073806078148,4446,54.859888493048494
06073017307,173.07,Census Tract 173.07,143417.0,5.6,8.4396467124632,0.0,2158,76.5670094596739
06073017408,174.08,Census Tract 174.08,119028.0,5.2,1.7652250661959399,3.971756398940865,2530,72.96456127072233
06073017407,174.07,Census Tract 174.07,192468.0,2.4,2.5404157043879905,4.080061585835258,3282,86.83889832808497
06073008378,83.78,Census Tract 83.78,73750.0,40.9,13.563829787234042,0.0,914,26.93301775757731
06073017050,170.50,Census Tract 170.50,108424.0,11.9,4.023552502453385,1.6683022571148183,2958,66.71980604232839
06073017053,170.53,Census Tract 170.53,210104.0,1.6,0.0,0.0,3687,100.0
06073017813,178.13,Census Tract 178.13,132299.0,10.1,2.456560814859197,1.4379868184541642,4551,74.50050248062217
06073990100,9901,Census Tract 9901,,,,,0,
06073017054,170.54,Census Tract 170.54,159044.0,2.9,5.575266092245312,1.1150532184490625,5839,82.78244127657575
06073020028,200.28,Census Tract 200.28,58147.0,21.5,7.541625857002939,8.81488736532811,3681,32.818244107346764
06073010015,100.15,Census Tract 100.15,129107.0,4.9,2.205258693808312,3.477523324851569,4646,75.34225993552745
06073020810,208.10,Census Tract 208.10,134781.0,1.7,0.0,0.9535160905840285,5030,86.15681732658913
06073021900,219,Census Tract 219,42976.0,23.9,9.656084656084655,11.11111111111111,3089,21.647850205778596
06073020026,200.26,Census Tract 200.26,122750.0,3.0,0.4694835680751174,0.0,4234,84.1436259263854
06073013421,134.21,Census Tract 134.21,145000.0,6.9,1.4637904468412943,3.0816640986132513,4133,77.69801521728809
06073020811,208.11,Census Tract 208.11,134261.0,1.7,1.9900497512437811,0.9452736318407959,5934,83.9198480533738
06073021206,212.06,Census Tract 212.06,135000.0,4.5,1.6464471403812824,0.0,3358,83.54827673794637
06073017051,170.51,Census Tract 170.51,129468.0,4.2,0.7881316643486325,2.1789522484932777,4813,79.91619973519126
06073017109,171.09,Census Tract 171.09,237402.0,1.4,0.0,0.0,6400,100.0
06073003103,31.03,Census Tract 31.03,99919.0,7.2,5.28169014084507,5.28169014084507,6462,61.74399960550119
06073003105,31.05,Census Tract 31.05,108068.0,10.1,0.6552006552006553,1.0647010647010646,4343,73.05614185209869
06073019809,198.09,Census Tract 198.09,132650.0,2.6,3.214069132807762,5.033353547604609,4289,74.15623886367588
06073020029,200.29,Census Tract 200.29,71301.0,20.8,8.598351001177857,9.579897919120533,6897,33.14879854451906
06073020309,203.09,Census Tract 203.09,107313.0,8.1,0.0,0.4626569729015202,4428,76.55511198171811
06073021205,212.05,Census Tract 212.05,96402.0,14.6,4.337899543378995,6.69710806697108,7168,52.85752407942691
06073000400,4,Census Tract 4,89565.0,7.8,13.551215623754484,5.181347150259067,4079,50.63984473020934
06073000500,5,Census Tract 5,101875.0,5.0,8.842239185750635,4.071246819338422,2828,62.388893096796416
06073000600,6,Census Tract 6,99161.0,4.7,9.260244811069718,7.07823310271421,3111,56.356382451708235
06073002902,29.02,Census Tract 29.02,75729.0,15.5,5.604947816003093,6.996521066872825,5979,46.642087839585656
06073002903,29.03,Census Tract 29.03,93344.0,11.9,5.71608040201005,1.6959798994974875,4606,62.294302911111636
06073019903,199.03,Census Tract 199.03,105089.0,5.5,0.33783783783783783,2.2972972972972974,4779,74.90390239140606
06073000800,8,Census Tract 8,92348.0,7.3,4.796411318150449,8.592132505175984,5105,54.96621493316191
06073017022,170.22,Census Tract 170.22,129265.0,2.3,4.582951420714941,1.1915673693858846,5545,79.26811680644705
06073009901,99.01,Census Tract 99.01,,0.0,0.0,0.0,1462,92.872324998947
06073017045,170.45,Census Tract 170.45,228250.0,2.0,1.0037641154328731,1.0037641154328731,2276,100.0
06073013503,135.03,Census Tract 135.03,99470.0,12.0,1.7857142857142856,0.8403361344537815,5992,69.0426975931131
06073020017,200.17,Census Tract 200.17,62702.0,10.2,8.5,5.5,3171,48.846310907744844
06073015403,154.03,Census Tract 154.03,156635.0,2.4,2.5791324736225087,5.3927315357561545,2700,78.4171648501166
06073010103,101.03,Census Tract 101.03,57500.0,24.7,7.41733690795353,10.411081322609473,6592,27.047469395607052
06073018504,185.04,Census Tract 185.04,82279.0,4.0,1.0752688172043012,2.729528535980149,6775,70.86625310808256
06073020801,208.01,Census Tract 208.01,155556.0,7.0,0.0,4.046563192904657,5258,79.2412298183127
06073018608,186.08,Census Tract 186.08,127315.0,2.4,1.9920318725099602,2.091633466135458,3327,80.05117768892428
06073005900,59,Census Tract 59,87813.0,8.9,19.549592716818402,3.92908481073311,3187,45.06093453695813
06073020500,205,Census Tract 205,76989.0,14.4,4.325883201153569,9.084354722422495,4457,45.50605921493919
06073019001,190.01,Census Tract 190.01,128244.0,7.9,4.330175913396482,7.081641858367163,6497,63.66867711622972
06073009505,95.05,Census Tract 95.05,111890.0,5.3,0.0,2.6409707351891507,6159,75.98112967484923
06073003208,32.08,Census Tract 32.08,82594.0,10.5,5.809945839487937,4.579025110782865,6749,56.493899013484274
06073013414,134.14,Census Tract 134.14,143600.0,7.0,3.205381875741987,1.5829046299960428,7570,78.16668817898118
06073013415,134.15,Census Tract 134.15,160804.0,0.3,4.329896907216495,0.0,1497,88.81659574164058
06073013416,134.16,Census Tract 134.16,122210.0,2.3,0.0,1.7784963621665322,4411,82.01311122640017
06073013417,134.17,Census Tract 134.17,152700.0,4.0,2.4096385542168677,2.710843373493976,2140,81.28686353314397
06073013418,134.18,Census Tract 134.18,82440.0,12.3,2.8310502283105023,4.748858447488584,5874,57.753465564888565
06073018517,185.17,Census Tract 185.17,90478.0,5.6,3.5058430717863103,1.3912075681691707,4014,70.53670761286229
06073018518,185.18,Census Tract 185.18,103317.0,4.0,7.311586051743532,9.223847019122609,3315,55.96517054838238
06073018519,185.19,Census Tract 185.19,79851.0,5.9,3.2774945375091042,4.151493080844865,6001,63.76982430577587
06073018601,186.01,Census Tract 186.01,116842.0,3.3,1.1126564673157162,1.1821974965229485,4648,80.05435164122434
06073008303,83.03,Census Tract 83.03,227275.0,8.2,1.0711553175210407,1.9892884468247896,3021,92.72522732675148
06073006200,62,Census Tract 62,,,,,31,
06073012200,122,Census Tract 122,60500.0,14.7,2.4838012958963285,5.831533477321814,3355,50.300393905408136
06073020706,207.06,Census Tract 207.06,181521.0,6.5,3.4074775201135825,3.4074775201135825,6085,81.50539118462072
06073000700,7,Census Tract 7,109484.0,7.2,10.050251256281408,5.914186316196367,4371,57.03061300369067
06073013505,135.05,Census Tract 135.05,122422.0,13.8,3.508771929824561,1.954887218045113,5948,67.37732868695828
06073013506,135.06,Census Tract 135.06,102031.0,13.2,0.0,9.12863070539419,4330,55.440810587915465
06073013604,136.04,Census Tract 136.04,103606.0,5.2,1.8145161290322582,1.310483870967742,6097,75.09452493706688
06073013802,138.02,Census Tract 138.02,79583.0,11.2,3.218390804597701,6.321839080459771,3261,55.0369779346303
06073018609,186.09,Census Tract 186.09,83807.0,14.2,8.451472191930206,0.38167938931297707,6374,57.967084326841885
06073001000,10,Census Tract 10,86443.0,8.4,6.492508643872455,4.341144832885132,4622,58.74999178722439
06073001100,11,Census Tract 11,94007.0,3.8,3.245192307692308,4.026442307692308,2939,68.3335864819941
06073019406,194.06,Census Tract 194.06,83590.0,8.2,8.413461538461538,7.271634615384616,4760,51.10517825284603
06073001400,14,Census Tract 14,94156.0,9.7,7.490431930016403,4.319300164024057,3341,57.809146248516484
06073001500,15,Census Tract 15,110380.0,4.2,3.233956543708944,5.558362809499747,3934,67.98236310251833
06073013905,139.05,Census Tract 139.05,127019.0,3.3,0.0,3.2539682539682544,4748,79.25712815927515
06073013907,139.07,Census Tract 139.07,59621.0,17.2,4.12621359223301,0.0,3718,56.541058268280004
06073013908,139.08,Census Tract 139.08,87188.0,9.5,6.313993174061433,6.484641638225256,4133,54.21443770565555
06073013909,139.09,Census Tract 139.09,96767.0,8.2,5.676567656765676,4.224422442244224,4872,61.76570252251555
06073014001,140.01,Census Tract 140.01,78529.0,12.0,3.4722222222222223,1.9570707070707072,5064,61.68395477798027
06073019206,192.06,Census Tract 192.06,97939.0,7.1,3.5294117647058822,4.290657439446367,5865,65.18712270475889
06073019404,194.04,Census Tract 194.04,79896.0,19.0,6.041131105398458,1.6709511568123392,3232,53.21844182264503
06073019405,194.05,Census Tract 194.05,76382.0,5.5,4.793510324483776,7.448377581120943,3969,55.987581595653126
06073001700,17,Census Tract 17,90404.0,9.1,4.412371134020619,2.6804123711340204,4846,64.01718120666801
06073014002,140.02,Census Tract 140.02,77500.0,11.7,6.61641541038526,6.197654941373535,4132,50.75583621131239
06073014101,141.01,Census Tract 141.01,98750.0,4.2,4.761904761904762,4.00604686318972,4050,67.15140691443531
06073014102,141.02,Census Tract 141.02,103617.0,11.2,4.3478260869565215,4.8204158790170135,3368,60.543496393265116
06073014200,142,Census Tract 142,104693.0,10.2,1.0653080129689672,5.974988420565077,7177,63.138721865777676
06073014601,146.01,Census Tract 146.01,71667.0,17.6,15.113240418118467,6.837979094076655,4899,33.97822978436857
06073015704,157.04,Census Tract 157.04,47750.0,22.6,8.72905027932961,2.7234636871508378,4730,39.7030968979224
06073019501,195.01,Census Tract 195.01,82750.0,15.3,10.037174721189592,2.973977695167286,3447,50.40441067751821
06073001600,16,Census Tract 16,63003.0,21.7,9.167033935654473,9.122961657117672,5065,31.13063044695601
06073019502,195.02,Census Tract 195.02,60078.0,18.8,7.88623141564318,2.8442146089204914,5732,45.957833338420905
06073019804,198.04,Census Tract 198.04,148618.0,3.8,0.6472491909385114,1.6828478964401297,4433,84.54559851580667
06073019805,198.05,Census Tract 198.05,87266.0,6.6,11.007338225483656,10.073382254836558,4111,45.34011104622071
06073017810,178.10,Census Tract 178.10,145188.0,4.1,1.638530287984111,3.227408142999007,4983,79.84397363923331
06073021302,213.02,Census Tract 213.02,127074.0,8.9,0.5502063273727648,4.05777166437414,6735,72.0934853898772
06073009504,95.04,Census Tract 95.04,,3.5,1.3134851138353765,3.239929947460595,6178,78.93817642957184
06073019205,192.05,Census Tract 192.05,62459.0,6.6,8.193384223918574,8.142493638676845,6072,47.6955978601857
06073017041,170.41,Census Tract 170.41,141361.0,1.9,1.0101010101010102,2.3391812865497075,5697,83.49428982128819
06073020903,209.03,Census Tract 209.03,69831.0,17.2,3.2663316582914574,8.12395309882747,3066,44.612745371942616
06073008347,83.47,Census Tract 83.47,145714.0,4.0,1.4356435643564358,0.0,6704,86.03685717721862
06073014300,143,Census Tract 143,87547.0,11.0,3.3051498847040737,6.456571867794005,4510,56.22291116819915
06073014500,145,Census Tract 145,81058.0,12.7,1.6242937853107344,10.38135593220339,4019,48.3584994022519
06073014804,148.04,Census Tract 148.04,82625.0,7.5,3.1031031031031033,3.4034034034034035,4281,64.30213710869194
06073010800,108,Census Tract 108,132000.0,4.9,3.771551724137931,0.0,2474,80.36615823098286
06073008902,89.02,Census Tract 89.02,104558.0,13.3,3.251625812906453,0.80040020010005,3485,67.18406082197912
06073007100,71,Census Tract 71,148464.0,8.3,2.056432329029173,2.34337637494022,4296,77.67780102719611
06073006802,68.02,Census Tract 68.02,89634.0,21.7,10.069317767238234,5.5819044144472825,6017,40.98125897116745
06073020023,200.23,Census Tract 200.23,102574.0,5.1,0.0,6.211180124223603,4055,68.19094175318591
06073018803,188.03,Census Tract 188.03,101161.0,15.4,1.8448182311448724,0.9224091155724362,4697,65.9995814949423
06073013701,137.01,Census Tract 137.01,120464.0,8.3,10.538373424971363,5.612829324169531,2393,57.87834474280343
06073020904,209.04,Census Tract 209.04,82990.0,6.0,0.07849293563579278,6.5149136577708004,2562,63.44347437138819
06073016806,168.06,Census Tract 168.06,83060.0,12.2,2.4558710667689945,3.453568687643899,4172,60.6820017415377
06073019602,196.02,Census Tract 196.02,110625.0,13.6,8.500303582270794,11.293260473588344,5882,43.38935508890046
06073019203,192.03,Census Tract 192.03,138000.0,5.5,1.1933174224343674,0.47732696897374705,2793,82.77235284623434
06073021204,212.04,Census Tract 212.04,138061.0,8.6,0.7322175732217573,2.562761506276151,5941,76.70052028167586
06073003207,32.07,Census Tract 32.07,109704.0,6.0,1.054481546572935,17.926186291739896,5768,46.39326591075618
06073019107,191.07,Census Tract 191.07,159375.0,7.3,4.105263157894737,3.1578947368421053,3018,76.73836565254832
06073015802,158.02,Census Tract 158.02,62292.0,22.0,13.868116927260369,9.585316111488783,4276,24.793582011364396
06073005000,50,Census Tract 50,39050.0,21.8,25.898203592814372,8.532934131736528,1897,9.874665473400704
06073014803,148.03,Census Tract 148.03,72500.0,11.3,9.935004642525534,2.9247910863509747,4464,52.546359175864495
06073003003,30.03,Census Tract 30.03,84622.0,15.8,1.9533711405166982,5.797101449275362,4926,53.98611401105484
06073013702,137.02,Census Tract 137.02,92566.0,9.6,0.0,0.9950248756218906,5417,71.74597511074336
06073017106,171.06,Census Tract 171.06,242625.0,3.3,0.7033248081841432,0.7033248081841432,4331,100.0
06073016902,169.02,Census Tract 169.02,116250.0,9.6,0.39370078740157477,3.4120734908136483,2395,70.96143036187864
06073017010,170.10,Census Tract 170.10,201875.0,2.8,0.9355509355509356,4.46985446985447,3057,89.09959369777748
06073016811,168.11,Census Tract 168.11,120107.0,7.6,5.2976190476190474,5.416666666666667,4770,64.51162918640719
06073020708,207.08,Census Tract 207.08,162688.0,5.6,3.932151117964534,0.6939090208172706,3755,83.46354902133623
06073008313,83.13,Census Tract 83.13,242083.0,6.4,4.826732673267327,1.3613861386138615,2214,93.9064918765774
06073018700,187,Census Tract 187,62998.0,9.1,1.2728832951945082,1.387299771167048,40481,65.1451982016173
06073019701,197.01,Census Tract 197.01,90234.0,9.0,2.0968356843309186,5.2992756385817765,7374,61.898564720553914
06073020405,204.05,Census Tract 204.05,154018.0,4.6,0.0,1.694915254237288,3422,85.40252897922254
06073013906,139.06,Census Tract 139.06,70833.0,18.7,9.727164887307236,7.71055753262159,5022,37.1217816636629
06073006801,68.01,Census Tract 68.01,90531.0,9.5,5.035054174633524,2.8680688336520075,3299,62.657961822436604
06073009802,98.02,Census Tract 98.02,107429.0,12.3,2.720527617477329,3.9571310799670236,7026,63.495408915104804
06073018801,188.01,Census Tract 188.01,101625.0,10.1,1.2048192771084338,3.2931726907630523,3454,67.37587652695554
06073002301,23.01,Census Tract 23.01,76884.0,8.3,10.855949895615867,3.2707028531663185,3190,54.41018303190814
06073002302,23.02,Census Tract 23.02,46806.0,19.6,27.946954813359525,18.172888015717092,5882,0.0
06073002401,24.01,Census Tract 24.01,75813.0,19.6,8.038976857490866,6.394640682095005,4314,41.33187869541482
06073002402,24.02,Census Tract 24.02,54944.0,17.9,16.733755031627375,7.303047728579644,4951,28.2949452455192
06073002501,25.01,Census Tract 25.01,76208.0,25.7,11.279826464208242,6.146059291395517,4878,32.72957778943786
06073002705,27.05,Census Tract 27.05,75703.0,18.9,7.133421400264201,10.766182298546896,4756,35.0942316261445
06073002707,27.07,Census Tract 27.07,45529.0,34.3,14.258555133079847,23.76425855513308,4980,0.0
06073002708,27.08,Census Tract 27.08,41119.0,21.4,20.756756756756754,12.54054054054054,4789,8.98843419309014
06073002709,27.09,Census Tract 27.09,53520.0,36.8,14.770797962648558,9.507640067911714,3800,8.913660492459353
06073003114,31.14,Census Tract 31.14,110081.0,9.6,3.0201342281879198,5.033557046979865,3482,64.15786510227062
06073003115,31.15,Census Tract 31.15,85156.0,16.4,16.012084592145015,10.81570996978852,5613,29.229215489488787
06073014400,144,Census Tract 144,46250.0,14.7,11.87683284457478,7.038123167155426,4439,35.52370891821064
06073001900,19,Census Tract 19,131619.0,10.5,7.920154539600772,0.7083065035415326,3343,69.38704914038746
06073002001,20.01,Census Tract 20.01,188306.0,7.0,0.9234828496042217,1.1873350923482848,3566,88.87378959596197
06073009509,95.09,Census Tract 95.09,105272.0,2.3,6.674519042010207,0.0,5744,75.09843343342497
06073010012,100.12,Census Tract 100.12,86111.0,9.1,15.057283142389524,9.165302782324058,4605,40.07996562037333
06073011902,119.02,Census Tract 119.02,76685.0,8.8,15.894039735099339,16.16997792494481,6135,25.28912149998647
06073012401,124.01,Census Tract 124.01,81538.0,6.8,4.692832764505119,10.665529010238908,3151,49.99874729726267
06073013903,139.03,Census Tract 139.03,128289.0,5.4,10.732113144758735,8.48585690515807,3928,56.48452153819579
06073015200,152,Census Tract 152,154196.0,2.0,1.3167013167013166,3.049203049203049,3955,83.95259666902042
06073015301,153.01,Census Tract 153.01,61282.0,25.4,7.992895204262878,4.440497335701599,3591,37.13107513858432
06073015405,154.05,Census Tract 154.05,137048.0,3.3,4.067796610169491,0.3389830508474576,5653,81.75047336376632
06073017046,170.46,Census Tract 170.46,174526.0,3.5,0.5710206995003569,0.6423982869379015,3858,91.12603620989624
06073016809,168.09,Census Tract 168.09,82206.0,15.5,10.233592880978867,5.394883203559511,5539,45.57130800067963
06073016901,169.01,Census Tract 169.01,119669.0,4.1,5.679427850231384,0.5889777029869584,7227,75.89435275606104
06073017044,170.44,Census Tract 170.44,197917.0,2.8,1.3297872340425532,0.5851063829787234,5584,94.97733337732001
06073017049,170.49,Census Tract 170.49,107917.0,9.1,5.856832971800434,8.785249457700651,2793,54.43405702647427
06073008310,83.10,Census Tract 83.10,153897.0,2.7,3.1315240083507305,1.7954070981210855,6250,83.53723125791146
06073020025,200.25,Census Tract 200.25,86080.0,13.4,1.288244766505636,2.4691358024691357,5357,63.12662133919546
06073020106,201.06,Census Tract 201.06,93509.0,16.6,2.7728085867620753,1.7889087656529516,3730,61.049167158903686
06073015406,154.06,Census Tract 154.06,153583.0,5.9,0.7255139056831923,1.2091898428053205,2628,84.22072651056965
06073015100,151,Census Tract 151,99000.0,5.3,1.805869074492099,0.33860045146726864,4937,75.9822021531674
06073016608,166.08,Census Tract 166.08,133092.0,8.4,2.5031289111389237,2.5031289111389237,2646,74.22948283693466
06073020021,200.21,Census Tract 200.21,83706.0,10.4,3.665241295051924,1.6493585827733657,5287,64.36283266559225
06073020024,200.24,Census Tract 200.24,85714.0,6.3,13.205128205128206,6.602564102564103,4203,49.19285546971972
06073009103,91.03,Census Tract 91.03,153807.0,4.1,4.361370716510903,2.4299065420560746,4138,79.76283645857332
06073008328,83.28,Census Tract 83.28,,4.9,2.0448289421942585,0.5505308690523004,7766,82.60248153896235
06073006500,65,Census Tract 65,69057.0,23.9,32.49686323713927,13.864491844416563,3554,0.0
06073008305,83.05,Census Tract 83.05,41776.0,28.5,25.591397849462368,1.5053763440860215,7705,17.13883246435083
06073004501,45.01,Census Tract 45.01,77444.0,9.4,11.714659685863875,6.0863874345549736,2850,47.50909849047511
06073003204,32.04,Census Tract 32.04,118750.0,8.8,5.88235294117647,7.30550284629981,3605,59.15800753424336
06073016609,166.09,Census Tract 166.09,122873.0,7.1,4.069478908188586,2.8287841191067,5935,71.41494602161708
06073020108,201.08,Census Tract 201.08,66250.0,14.3,6.11183355006502,5.006501950585176,4705,49.168457062259556
06073020109,201.09,Census Tract 201.09,102381.0,9.0,5.714285714285714,4.2105263157894735,5004,61.96024489554403
06073020202,202.02,Census Tract 202.02,47669.0,21.4,8.663594470046084,5.8986175115207375,6792,35.16198557003905
06073020206,202.06,Census Tract 202.06,71071.0,11.6,3.7993920972644375,5.015197568389058,5138,54.952593076265224
06073020207,202.07,Census Tract 202.07,61950.0,17.5,23.087339201083275,4.739336492890995,4940,27.530257355201638
06073013504,135.04,Census Tract 135.04,138304.0,2.5,0.7639419404125287,0.0,3991,86.89633315085341
06073013605,136.05,Census Tract 136.05,157344.0,3.6,1.5555555555555556,1.1111111111111112,6286,86.23401433876904
06073020015,200.15,Census Tract 200.15,185121.0,4.5,0.8119079837618403,1.7591339648173208,5818,89.72455573443226
06073009706,97.06,Census Tract 97.06,138617.0,9.0,3.369935630443014,1.0980689132904202,7197,76.18733559836232
06073019702,197.02,Census Tract 197.02,101607.0,8.8,1.4111610006414368,0.38486209108402825,4915,73.55925968710496
06073019601,196.01,Census Tract 196.01,112981.0,8.3,3.595080416272469,5.061494796594134,6887,65.161275689695
06073017047,170.47,Census Tract 170.47,180729.0,0.7,1.772816808929744,2.2324359816152333,4500,90.57410975154883
06073009704,97.04,Census Tract 97.04,114712.0,8.0,2.5118310884601383,0.8372770294867127,6587,74.48643327356953
06073015501,155.01,Census Tract 155.01,111364.0,3.8,1.0237068965517242,3.125,5591,75.28528349339642
06073019303,193.03,Census Tract 193.03,124338.0,3.2,2.7540007443245256,4.093784890212133,8511,74.39566515486787
06073019208,192.08,Census Tract 192.08,132891.0,8.2,2.670111972437554,1.2919896640826873,3682,76.37097408250287
06073020807,208.07,Census Tract 208.07,126486.0,9.6,0.0,3.4807149576669802,3234,72.98717442785404
06073020902,209.02,Census Tract 209.02,111304.0,3.5,0.7900677200902935,5.981941309255079,2282,70.67693164901931
06073003401,34.01,Census Tract 34.01,78026.0,10.8,8.7857847976308,2.9615004935834155,5794,55.11752134850736
06073017033,170.33,Census Tract 170.33,170805.0,2.8,0.0,0.5310674455655868,5723,91.96283377704069
06073020305,203.05,Census Tract 203.05,108814.0,11.6,4.443485763589301,0.6471095772217429,5812,68.4362928551841
06073020710,207.10,Census Tract 207.10,152656.0,17.1,3.588907014681892,0.6525285481239804,1763,71.68589046837513
06073009502,95.02,Census Tract 95.02,137218.0,2.4,0.5671077504725899,1.3232514177693762,4133,84.64467201736585
06073002601,26.01,Census Tract 26.01,65000.0,24.8,8.443271767810026,8.970976253298153,5994,29.685371939170324
06073002702,27.02,Census Tract 27.02,80090.0,11.6,9.802904564315353,4.460580912863071,5559,50.93479285834402
06073002602,26.02,Census Tract 26.02,58417.0,20.8,8.020603384841795,3.4584253127299487,4655,42.597324564987396
06073008311,83.11,Census Tract 83.11,,4.6,0.6578947368421052,2.725563909774436,2724,79.77560941415535
06073002710,27.10,Census Tract 27.10,58636.0,18.8,11.263736263736265,17.216117216117215,3921,16.24915323700179
06073002801,28.01,Census Tract 28.01,73795.0,40.8,9.314586994727591,4.92091388400703,4477,22.82217166561673
06073002905,29.05,Census Tract 29.05,74500.0,29.8,6.465067778936392,2.502606882168926,5310,40.46042836333848
06073003201,32.01,Census Tract 32.01,93508.0,11.4,1.8481848184818481,4.29042904290429,5488,62.33053762972391
06073003202,32.02,Census Tract 32.02,91435.0,3.5,3.5686578743211794,7.292474786656323,4891,61.962862648281686
06073020019,200.19,Census Tract 200.19,74026.0,16.8,6.926994906621392,6.349745331069609,7296,44.88737854785465
06073010005,100.05,Census Tract 100.05,35503.0,22.1,16.512549537648614,13.16600616468516,6443,10.896271551122917
06073015602,156.02,Census Tract 156.02,152917.0,14.1,4.326328800988875,0.0,2756,74.84808293124578
06073019103,191.03,Census Tract 191.03,115254.0,9.3,0.741839762611276,0.8902077151335311,5929,75.21622836938911
06073013801,138.01,Census Tract 138.01,82404.0,18.6,9.166206515737162,1.8774157923799006,5522,50.237303054714296
06073008346,83.46,Census Tract 83.46,177386.0,2.2,1.2171684817424726,0.5765534913516976,4255,92.21359433727802
06073020105,201.05,Census Tract 201.05,113875.0,6.8,9.716859716859718,3.5392535392535396,4382,62.76017291762659
06073016807,168.07,Census Tract 168.07,116955.0,8.9,2.5131282820705176,2.363090772693173,8221,71.2989689790035
06073018904,189.04,Census Tract 189.04,71307.0,16.9,5.0785340314136125,9.476439790575917,6535,40.73759579950279
06073009400,94,Census Tract 94,86774.0,7.4,0.0,4.21455938697318,4529,67.01037774972623
06073008324,83.24,Census Tract 83.24,194130.0,5.0,1.3360053440213762,1.068804275217101,7175,91.44975116774965
06073008312,83.12,Census Tract 83.12,140463.0,8.0,0.7092198581560284,2.7777777777777777,3841,77.29329090292654
06073017403,174.03,Census Tract 174.03,151518.0,2.1,2.9613960867266,3.860391327340032,4339,80.16619686103417
06073016616,166.16,Census Tract 166.16,75469.0,4.1,2.3655913978494625,8.88888888888889,3669,57.17239037241342
06073002002,20.02,Census Tract 20.02,166605.0,6.7,3.6874451273046533,1.9315188762071993,2626,81.15899656594327
06073002100,21,Census Tract 21,76648.0,13.4,4.157303370786517,5.430711610486892,5795,53.10561013398462
06073019902,199.02,Census Tract 199.02,82206.0,10.1,0.0,1.811023622047244,4234,68.08171568992722
06073002201,22.01,Census Tract 22.01,40647.0,29.5,15.929824561403509,3.6491228070175437,3145,22.6930577011985
06073002202,22.02,Census Tract 22.02,53537.0,23.8,26.409313725490197,8.21078431372549,4825,10.499492635815072
